epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.678933322429657,0.0010000000474974513,4.529262542724609,0.6800214648246765,0.6766666769981384,0.27797001600265503,16.200119018554688,0.27797001600265503,0.27797001600265503
1,0.7839999794960022,0.0010000000474974513,1.1360782384872437,0.7912878394126892,0.7774666547775269,0.644752025604248,2.004409074783325,0.6926121115684509,0.6055363416671753
2,0.8371999859809875,0.0010000000474974513,0.5822715759277344,0.8491213321685791,0.8246666789054871,0.5628604292869568,1.4783103466033936,0.5761589407920837,0.5017300844192505
3,0.8682666420936584,0.0010000000474974513,0.45638689398765564,0.8807075023651123,0.8564000129699707,0.8927335739135742,0.3400898575782776,0.908433735370636,0.8696655035018921
4,0.8998666405677795,0.0010000000474974513,0.32752135396003723,0.9100232720375061,0.887333333492279,0.9031141996383667,0.2860993444919586,0.9158653616905212,0.878892719745636
5,0.901199996471405,0.0010000000474974513,0.3170246481895447,0.9136798977851868,0.8905333280563354,0.7843137383460999,0.6592654585838318,0.7987654209136963,0.7462514638900757
6,0.920799970626831,0.0010000000474974513,0.25836384296417236,0.9287265539169312,0.9121333360671997,0.8708189129829407,0.34964922070503235,0.9017199277877808,0.84659743309021
7,0.9142666459083557,0.0010000000474974513,0.28226998448371887,0.9251737594604492,0.9050666689872742,0.644752025604248,0.9163737893104553,0.7094594836235046,0.4844290614128113
8,0.908133327960968,0.0010000000474974513,0.3011689782142639,0.9206457734107971,0.8971999883651733,0.8350634574890137,0.47077465057373047,0.8836601376533508,0.7797001004219055
9,0.9258666634559631,0.0010000000474974513,0.23737312853336334,0.9343681931495667,0.9149333238601685,0.9031141996383667,0.2999288737773895,0.9345088005065918,0.8558247089385986
10,0.9326666593551636,0.0010000000474974513,0.22978943586349487,0.9408091306686401,0.9240000247955322,0.5282583832740784,2.0293564796447754,0.5351089835166931,0.5098039507865906
11,0.9344000220298767,0.0010000000474974513,0.20227855443954468,0.9404842257499695,0.9270666837692261,0.7566320896148682,1.0939499139785767,0.7696969509124756,0.7324106097221375
12,0.9550666809082031,0.0005000000237487257,0.13679033517837524,0.9618083834648132,0.9502666592597961,0.8292964100837708,1.220126986503601,0.8325581550598145,0.8258362412452698
13,0.9599999785423279,0.0005000000237487257,0.12439264357089996,0.9662845730781555,0.9553333520889282,0.8512110710144043,0.5163930654525757,0.8814994096755981,0.8408304452896118
14,0.9661333560943604,0.0005000000237487257,0.10255599766969681,0.9702917337417603,0.9624000191688538,0.9815455675125122,0.09680385142564774,0.9848307967185974,0.9734717607498169
15,0.9634666442871094,0.0005000000237487257,0.1121022179722786,0.9673123359680176,0.9588000178337097,0.9711649417877197,0.11561643332242966,0.9755814075469971,0.967704713344574
16,0.9698666930198669,0.0005000000237487257,0.09935668110847473,0.972777247428894,0.967199981212616,0.9250288605690002,0.5887879133224487,0.9294947385787964,0.9123414158821106
17,0.9622666835784912,0.0005000000237487257,0.1295035183429718,0.9657119512557983,0.9575999975204468,0.9757785201072693,0.09632672369480133,0.9801864624023438,0.9700115323066711
18,0.9711999893188477,0.0005000000237487257,0.09291193634271622,0.9734370708465576,0.9674666523933411,0.9746251702308655,0.12561430037021637,0.974595844745636,0.9734717607498169
19,0.9684000015258789,0.0005000000237487257,0.09623704105615616,0.9710378050804138,0.9656000137329102,0.9907727837562561,0.04834621399641037,0.9942062497138977,0.9896193742752075
20,0.9703999757766724,0.0005000000237487257,0.09286961704492569,0.9721590280532837,0.9684000015258789,0.8523644804954529,0.3959462642669678,0.8926342129707336,0.8246828317642212
21,0.9692000150680542,0.0005000000237487257,0.10060711205005646,0.9726211428642273,0.9662666916847229,0.979238748550415,0.08688349276781082,0.9837398529052734,0.9769319295883179
22,0.9696000218391418,0.0005000000237487257,0.08707448840141296,0.971998929977417,0.9673333168029785,0.9746251702308655,0.09368076175451279,0.9756662845611572,0.9711649417877197
23,0.9739999771118164,0.0005000000237487257,0.09703432023525238,0.9768034219741821,0.9713333249092102,0.9734717607498169,0.11069297045469284,0.9755529761314392,0.9665513038635254
24,0.9690666794776917,0.0005000000237487257,0.09424690157175064,0.9718498587608337,0.9666666388511658,0.9884659647941589,0.0504414327442646,0.9884659647941589,0.9884659647941589
25,0.9726666808128357,0.0005000000237487257,0.08794007450342178,0.974571704864502,0.9709333181381226,0.9607843160629272,0.11451692134141922,0.9618937373161316,0.9607843160629272
26,0.9703999757766724,0.0005000000237487257,0.11088820546865463,0.9730382561683655,0.967199981212616,0.9123414158821106,0.32304349541664124,0.9173457622528076,0.9088811874389648
27,0.9771999716758728,0.0002500000118743628,0.0669713169336319,0.9791164398193359,0.9751999974250793,0.9919261932373047,0.04886399582028389,0.991916835308075,0.9907727837562561
28,0.984000027179718,0.0002500000118743628,0.04396757483482361,0.9856798648834229,0.9819999933242798,0.9953863620758057,0.046553634107112885,0.9953810572624207,0.9942330121994019
29,0.9842666387557983,0.0002500000118743628,0.056233249604701996,0.9854336380958557,0.9832000136375427,0.9873125553131104,0.06165354698896408,0.988399088382721,0.9826989769935608
30,0.9864000082015991,0.0002500000118743628,0.04235408455133438,0.9873062372207642,0.9851999878883362,0.9815455675125122,0.07992284744977951,0.9825581312179565,0.9746251702308655
31,0.9881333112716675,0.0002500000118743628,0.044413939118385315,0.9883906841278076,0.9876000285148621,0.9942330121994019,0.041192833334207535,0.994226336479187,0.9930796027183533
32,0.9868000149726868,0.0002500000118743628,0.046442314982414246,0.988233745098114,0.9854666590690613,0.9965397715568542,0.03601441532373428,0.9965397715568542,0.9965397715568542
33,0.9836000204086304,0.0002500000118743628,0.04361846670508385,0.9849011301994324,0.9828000068664551,0.9942330121994019,0.047308292239904404,0.9942330121994019,0.9942330121994019
34,0.9843999743461609,0.0002500000118743628,0.04750081151723862,0.9855672717094421,0.9833333492279053,0.9953863620758057,0.03885716572403908,0.9953863620758057,0.9953863620758057
35,0.9866666793823242,0.0002500000118743628,0.04598762094974518,0.9875701665878296,0.9851999878883362,0.979238748550415,0.0935993567109108,0.9837209582328796,0.9757785201072693
36,0.9860000014305115,0.0002500000118743628,0.043880920857191086,0.9873062372207642,0.9851999878883362,0.9953863620758057,0.05138363689184189,0.9953810572624207,0.9942330121994019
37,0.9862666726112366,0.0002500000118743628,0.042065080255270004,0.987302839756012,0.9849333167076111,0.9953863620758057,0.054391421377658844,0.9953863620758057,0.9953863620758057
38,0.9870666861534119,0.0002500000118743628,0.038907282054424286,0.9877136945724487,0.986133337020874,0.9930796027183533,0.06386445462703705,0.9930796027183533,0.9930796027183533
39,0.9879999756813049,0.0002500000118743628,0.03770529851317406,0.9887835383415222,0.987333357334137,0.9953863620758057,0.0366421677172184,0.9953863620758057,0.9953863620758057
40,0.9890666604042053,0.0001250000059371814,0.033007822930812836,0.9898531436920166,0.9885333180427551,0.9953863620758057,0.04499848559498787,0.9953863620758057,0.9953863620758057
41,0.9898666739463806,0.0001250000059371814,0.03204559534788132,0.9903833270072937,0.9886666536331177,0.9919261932373047,0.06853029876947403,0.9919261932373047,0.9919261932373047
42,0.9913333058357239,0.0001250000059371814,0.02123316377401352,0.9915921688079834,0.9906666874885559,0.9953863620758057,0.04521991312503815,0.9953863620758057,0.9953863620758057
43,0.9906666874885559,0.0001250000059371814,0.022417722269892693,0.991322934627533,0.9901333451271057,0.9953863620758057,0.048682864755392075,0.9953863620758057,0.9953863620758057
44,0.9913333058357239,0.0001250000059371814,0.02303733490407467,0.9919903874397278,0.9908000230789185,0.9953863620758057,0.04898855835199356,0.9953863620758057,0.9953863620758057
45,0.9925333261489868,0.0001250000059371814,0.02076895721256733,0.993194580078125,0.9923999905586243,0.9965397715568542,0.04588421806693077,0.9965397715568542,0.9965397715568542
46,0.9910666942596436,0.0001250000059371814,0.024496397003531456,0.9913298487663269,0.990933358669281,0.9942330121994019,0.06265281140804291,0.9953756928443909,0.9930796027183533
47,0.9927999973297119,6.25000029685907e-05,0.021664265543222427,0.9933279752731323,0.9925333261489868,0.9953863620758057,0.039568278938531876,0.9953863620758057,0.9953863620758057
